Date,Sentiment,Sentiment High,Sentiment Low,News Volume,News Buzz
25/06/2014,-2,4,-5,20,9
24/06/2014,-2,3,-5,26,8
23/06/2014,-2,3,-5,13,5
22/06/2014,-3,2,-5,11,5
21/06/2014,-4,-1,-5,7,9
20/06/2014,-3,1,-5,32,10
19/06/2014,-2,2,-5,25,10
18/06/2014,-2,2,-5,14,10
17/06/2014,-3,2,-5,37,10
16/06/2014,-2,2,-5,41,10
15/06/2014,2,5,-2,8,7
14/06/2014,-5,-5,-5,13,10
13/06/2014,-2,2,-5,51,10
12/06/2014,-2,2,-5,39,10
11/06/2014,-2,-1,-4,10,10
10/06/2014,1,4,-3,9,10
09/06/2014,-1,3,-5,4,4
08/06/2014,4,5,1,2,2
07/06/2014,1,1,1,1,5
06/06/2014,-3,1,-5,4,8
05/06/2014,-4,-3,-5,5,10
04/06/2014,-3,-1,-5,8,9
03/06/2014,4,5,3,4,5
02/06/2014,-1,4,-5,4,3
01/06/2014,0,0,0,0,0
31/05/2014,-2,2,-5,2,3
30/05/2014,-2,2,-5,6,3
29/05/2014,3,3,3,1,4
28/05/2014,-2,3,-5,4,9
27/05/2014,-1,4,-4,14,8
26/05/2014,5,5,5,3,1
25/05/2014,-5,-5,-5,1,1
24/05/2014,-3,-3,-3,1,2
23/05/2014,-3,2,-5,3,4
22/05/2014,-2,4,-5,3,7
21/05/2014,-2,2,-5,10,8
20/05/2014,-4,1,-5,5,5
19/05/2014,4,5,3,6,4
18/05/2014,2,5,-4,3,2
17/05/2014,0,0,0,0,0
16/05/2014,2,5,-2,10,10
15/05/2014,1,5,-3,14,10
14/05/2014,2,5,-3,14,10
13/05/2014,2,5,-3,4,8
12/05/2014,-1,4,-5,14,7
11/05/2014,-5,-5,-5,1,0
10/05/2014,0,0,0,0,0
09/05/2014,1,5,-4,3,3
08/05/2014,-3,3,-5,4,3
07/05/2014,-5,-5,-5,2,3
06/05/2014,-2,2,-5,4,5
05/05/2014,1,5,-3,7,4
04/05/2014,1,5,-5,2,4
03/05/2014,0,0,0,0,0
02/05/2014,-3,1,-5,21,10
01/05/2014,-2,2,-5,4,8
30/04/2014,1,4,-4,8,10
29/04/2014,3,5,-2,17,10
28/04/2014,-1,2,-4,9,4
27/04/2014,0,0,0,0,0
26/04/2014,0,0,0,0,0
25/04/2014,-2,3,-5,6,5
24/04/2014,3,5,-2,5,4
23/04/2014,-4,-3,-5,2,6
22/04/2014,2,5,-4,10,7
21/04/2014,-2,4,-5,6,4
20/04/2014,1,5,-4,3,2
19/04/2014,2,5,-3,2,1
18/04/2014,0,0,0,0,0
17/04/2014,2,5,-4,3,5
16/04/2014,-3,3,-5,7,7
15/04/2014,-3,-1,-5,7,7
14/04/2014,-2,2,-5,9,4
13/04/2014,0,0,0,0,0
12/04/2014,-2,3,-5,4,6
11/04/2014,-3,2,-5,8,6
10/04/2014,-3,2,-5,5,6
09/04/2014,-4,-2,-5,5,9
08/04/2014,-1,4,-5,11,10
07/04/2014,-3,2,-5,14,9
06/04/2014,1,5,-4,6,3
05/04/2014,0,0,0,0,0
04/04/2014,-1,4,-5,5,10
03/04/2014,2,5,-3,10,10
02/04/2014,-3,1,-5,22,10
01/04/2014,-1,4,-5,8,7
31/03/2014,-1,4,-4,5,3
30/03/2014,1,5,-5,2,3
29/03/2014,5,5,5,1,8
28/03/2014,1,4,-4,11,10
27/03/2014,-2,3,-5,8,10
26/03/2014,-2,2,-5,18,10
25/03/2014,-1,4,-5,6,8
24/03/2014,-4,1,-5,8,5
23/03/2014,5,5,5,1,3
22/03/2014,5,5,5,1,10
21/03/2014,-3,1,-5,12,10
20/03/2014,1,5,-4,8,7
19/03/2014,-4,-4,-5,2,6
18/03/2014,-1,4,-5,5,10
17/03/2014,-2,3,-5,9,10
16/03/2014,1,4,-3,7,10
15/03/2014,1,5,-5,6,10
14/03/2014,-3,-1,-5,16,10
13/03/2014,-3,-1,-5,7,9
12/03/2014,2,5,-3,10,8
11/03/2014,3,5,-1,3,8
10/03/2014,2,5,-3,11,8
09/03/2014,2,5,-2,5,4
08/03/2014,-5,-5,-5,1,7
07/03/2014,-2,1,-4,10,10
06/03/2014,1,5,-4,11,10
05/03/2014,1,5,-5,6,9
04/03/2014,-4,-1,-5,11,9
03/03/2014,-4,-2,-5,4,6
02/03/2014,3,5,-1,8,5
01/03/2014,-5,-5,-5,1,3
28/02/2014,-1,4,-5,3,7
27/02/2014,1,4,-3,6,10
26/02/2014,1,5,-3,16,10
25/02/2014,-1,4,-5,11,10
24/02/2014,-2,1,-5,10,6
23/02/2014,-3,1,-5,2,3
22/02/2014,3,3,3,1,8
21/02/2014,4,5,2,13,10
20/02/2014,-3,2,-5,10,7
19/02/2014,-1,5,-5,2,3
18/02/2014,-3,2,-5,9,4
17/02/2014,-3,2,-5,10,2
16/02/2014,-2,-2,-2,1,1
15/02/2014,3,5,-1,3,4
14/02/2014,-4,-3,-5,9,8
13/02/2014,-1,4,-5,19,8
12/02/2014,2,5,-2,16,4
11/02/2014,-5,-5,-5,1,0
10/02/2014,5,5,5,1,1
09/02/2014,-2,-2,-3,4,1
08/02/2014,3,3,3,1,2
07/02/2014,1,5,-5,5,3
06/02/2014,-1,3,-5,8,3
05/02/2014,-1,4,-4,3,2
04/02/2014,-2,4,-5,6,2
03/02/2014,4,5,2,6,1
02/02/2014,0,0,0,0,0
01/02/2014,-5,-5,-5,1,3
31/01/2014,1,4,-4,12,5
30/01/2014,-2,3,-5,9,3
29/01/2014,3,5,-1,5,2
28/01/2014,2,5,-3,4,1
27/01/2014,5,5,4,2,1
26/01/2014,3,3,3,1,1
25/01/2014,2,5,-3,5,2
24/01/2014,2,5,-4,3,4
23/01/2014,2,5,-3,7,10
22/01/2014,3,5,-1,20,10
21/01/2014,1,4,-3,41,10
20/01/2014,-2,2,-5,5,5
19/01/2014,-3,-1,-5,2,3
18/01/2014,3,3,3,2,8
17/01/2014,2,5,-4,7,10
16/01/2014,1,5,-4,14,10
15/01/2014,2,5,-3,11,10
14/01/2014,2,5,-3,4,10
13/01/2014,2,5,-3,13,10
12/01/2014,-1,4,-5,4,5
11/01/2014,2,5,-4,2,6
10/01/2014,-2,3,-5,6,9
09/01/2014,3,5,-2,7,10
08/01/2014,-3,2,-5,16,10
07/01/2014,-2,4,-5,5,5
06/01/2014,-2,4,-5,5,4
05/01/2014,5,5,5,2,4
04/01/2014,2,5,-4,2,8
03/01/2014,-1,4,-5,13,9
02/01/2014,-3,3,-5,4,3
01/01/2014,-4,-4,-5,2,3
31/12/2013,-4,-4,-5,2,6
30/12/2013,-3,1,-5,9,6
29/12/2013,-3,-1,-5,3,4
28/12/2013,-2,4,-5,3,4
27/12/2013,1,5,-5,5,4
26/12/2013,-4,-3,-5,3,2
25/12/2013,-5,-5,-5,1,3
24/12/2013,1,3,-2,3,3
23/12/2013,-1,3,-5,9,4
22/12/2013,-1,2,-2,3,4
21/12/2013,2,5,-4,6,6
20/12/2013,4,5,2,15,5
19/12/2013,-2,4,-5,3,2
18/12/2013,2,5,-3,4,4
17/12/2013,3,5,-1,10,5
16/12/2013,1,5,-4,9,2
15/12/2013,-5,-5,-5,1,1
14/12/2013,0,0,0,0,0
13/12/2013,1,5,-4,9,9
12/12/2013,1,5,-4,19,10
11/12/2013,-1,4,-5,17,8
10/12/2013,-2,3,-5,12,5
09/12/2013,5,5,5,6,3
08/12/2013,0,0,0,0,0
07/12/2013,-2,1,-4,15,5
06/12/2013,0,0,0,0,0
05/12/2013,1,5,-5,10,9
04/12/2013,-1,4,-5,18,8
03/12/2013,1,5,-4,11,5
02/12/2013,-2,2,-5,7,2
01/12/2013,5,5,5,1,2
30/11/2013,-1,4,-5,7,4
29/11/2013,-1,4,-5,6,4
28/11/2013,-3,-1,-5,10,4
27/11/2013,-1,4,-4,4,7
26/11/2013,-2,3,-5,9,10
25/11/2013,-2,3,-5,35,10
24/11/2013,-2,3,-5,7,5
23/11/2013,-5,-5,-5,8,6
22/11/2013,-1,5,-5,9,7
21/11/2013,1,5,-4,13,9
20/11/2013,2,4,-1,16,10
19/11/2013,3,5,-1,16,7
18/11/2013,-3,2,-5,9,2
17/11/2013,0,0,0,0,0
16/11/2013,-1,2,-4,4,3
15/11/2013,-3,1,-5,7,5
14/11/2013,2,5,-1,5,10
13/11/2013,1,5,-3,20,10
12/11/2013,1,5,-4,35,10
11/11/2013,-1,4,-5,6,7
10/11/2013,-4,-2,-5,7,7
09/11/2013,2,5,-3,5,6
08/11/2013,-3,1,-5,10,9
07/11/2013,-3,2,-5,20,8
06/11/2013,-4,-3,-5,8,4
05/11/2013,1,5,-5,5,2
04/11/2013,1,5,-5,5,1
03/11/2013,0,0,0,0,0
02/11/2013,-1,5,-5,3,5
01/11/2013,-1,4,-5,13,8
31/10/2013,-1,3,-4,13,6
30/10/2013,-1,4,-4,5,6
29/10/2013,1,5,-4,13,6
28/10/2013,-3,-1,-5,10,2
27/10/2013,0,0,0,0,0
26/10/2013,-5,-5,-5,1,2
25/10/2013,-2,4,-5,5,3
24/10/2013,2,5,-2,3,3
23/10/2013,-1,3,-5,9,3
22/10/2013,-5,-5,-5,2,2
21/10/2013,2,5,-2,6,2
20/10/2013,-2,-2,-2,1,2
19/10/2013,1,5,-5,4,5
18/10/2013,1,5,-4,13,7
17/10/2013,-2,2,-5,8,6
16/10/2013,3,5,-1,11,8
15/10/2013,-1,4,-5,12,8
14/10/2013,-2,2,-5,16,5
13/10/2013,2,5,-3,2,5
12/10/2013,4,5,2,4,10
11/10/2013,-2,3,-5,35,10
10/10/2013,-3,2,-5,28,10
09/10/2013,-1,4,-5,19,8
08/10/2013,-2,2,-5,13,4
07/10/2013,-5,-5,-5,4,1
06/10/2013,1,4,-2,3,0
05/10/2013,4,4,4,1,0
04/10/2013,-5,-5,-5,1,1
03/10/2013,2,5,-2,5,2
02/10/2013,-1,4,-5,5,3
01/10/2013,-3,1,-5,6,4
30/09/2013,-1,4,-4,11,3
29/09/2013,-4,-3,-5,2,1
28/09/2013,2,5,-3,4,2
27/09/2013,-2,2,-5,5,4
26/09/2013,2,5,-2,9,5
25/09/2013,-1,4,-5,15,6
24/09/2013,-2,3,-5,14,4
23/09/2013,2,5,-3,7,2
22/09/2013,-3,-1,-5,2,1
21/09/2013,-2,4,-5,3,3
20/09/2013,1,5,-5,5,6
19/09/2013,1,4,-3,24,7
18/09/2013,1,5,-5,7,5
17/09/2013,-1,3,-5,15,6
16/09/2013,-1,3,-5,17,4
15/09/2013,1,5,-3,4,2
14/09/2013,-2,3,-5,2,6
13/09/2013,-3,2,-5,14,10
12/09/2013,1,4,-4,41,10
11/09/2013,-3,2,-5,13,6
10/09/2013,-4,-1,-5,15,5
09/09/2013,-3,1,-5,11,3
08/09/2013,-5,-5,-5,5,3
07/09/2013,1,5,-4,6,4
06/09/2013,-1,4,-5,13,4
05/09/2013,-2,3,-5,8,4
04/09/2013,1,5,-5,7,5
03/09/2013,-2,3,-5,17,5
02/09/2013,-3,-1,-5,7,3
01/09/2013,-2,3,-5,4,3
31/08/2013,-1,3,-3,11,6
30/08/2013,-2,2,-5,10,10
29/08/2013,-2,2,-5,29,10
28/08/2013,-2,2,-5,50,10
27/08/2013,-2,2,-5,26,10
26/08/2013,2,5,-3,6,5
25/08/2013,1,5,-3,9,4
24/08/2013,-4,-4,-4,1,4
23/08/2013,-2,3,-5,10,6
22/08/2013,1,4,-3,7,4
21/08/2013,2,5,-3,4,3
20/08/2013,2,5,-4,2,4
19/08/2013,-1,5,-5,8,4
18/08/2013,3,5,1,3,2
17/08/2013,1,1,1,1,3
16/08/2013,-3,-2,-4,5,5
15/08/2013,-1,3,-3,9,6
14/08/2013,-5,-5,-5,3,8
13/08/2013,-1,4,-5,15,10
12/08/2013,-2,3,-5,12,7
11/08/2013,2,5,-2,7,6
10/08/2013,1,3,-3,2,10
09/08/2013,-1,3,-5,27,10
08/08/2013,1,4,-4,4,2
07/08/2013,-5,-5,-5,1,0
06/08/2013,0,0,0,0,0
05/08/2013,3,5,-3,4,3
04/08/2013,-4,-1,-5,3,3
03/08/2013,-1,-1,-1,2,5
02/08/2013,1,5,-5,9,6
01/08/2013,-2,4,-5,3,4
31/07/2013,-3,1,-5,5,6
30/07/2013,-2,2,-5,6,7
29/07/2013,-2,3,-5,11,6
28/07/2013,-3,-2,-3,3,2
27/07/2013,0,0,0,0,0
26/07/2013,1,4,-4,5,6
25/07/2013,-2,3,-5,8,6
24/07/2013,-2,4,-5,3,5
23/07/2013,-1,4,-5,8,5
22/07/2013,-3,3,-5,4,2
21/07/2013,-4,-4,-4,1,2
20/07/2013,5,5,5,1,5
19/07/2013,3,5,-2,10,5
18/07/2013,5,5,5,2,3
17/07/2013,5,5,5,3,5
16/07/2013,3,5,-1,7,6
15/07/2013,-3,1,-5,8,3
14/07/2013,5,5,5,1,1
13/07/2013,0,0,0,0,0
12/07/2013,-1,4,-4,10,10
11/07/2013,2,5,-3,23,10
10/07/2013,-2,3,-5,19,10
09/07/2013,-1,3,-5,17,8
08/07/2013,-1,3,-5,11,3
07/07/2013,0,0,0,0,0
06/07/2013,0,0,0,0,0
05/07/2013,-3,2,-5,3,4
04/07/2013,-5,-3,-5,7,6
03/07/2013,-4,-1,-5,13,7
02/07/2013,4,5,1,10,4
01/07/2013,-1,4,-5,4,1
30/06/2013,5,5,5,1,1
29/06/2013,-4,-4,-4,1,3
28/06/2013,1,5,-4,10,5
27/06/2013,-1,4,-5,7,3
26/06/2013,1,5,-5,4,2
25/06/2013,5,5,5,2,1
24/06/2013,1,5,-4,4,1
23/06/2013,0,0,0,0,0
22/06/2013,0,0,0,0,0
21/06/2013,1,4,-4,2,1
20/06/2013,-2,4,-5,3,2
19/06/2013,-5,-5,-5,2,3
18/06/2013,-1,4,-5,8,5
17/06/2013,-1,4,-5,9,5
16/06/2013,-1,3,-4,8,5
15/06/2013,-3,1,-5,10,5
14/06/2013,-1,5,-5,4,10
13/06/2013,-3,1,-5,19,10
12/06/2013,-1,3,-4,33,10
11/06/2013,-3,2,-5,32,7
10/06/2013,-2,4,-5,4,1
09/06/2013,2,2,2,1,0
08/06/2013,5,5,5,2,1
07/06/2013,2,5,-4,2,2
06/06/2013,-4,-2,-5,8,2
05/06/2013,-2,3,-5,5,2
04/06/2013,2,5,-4,3,2
03/06/2013,-2,3,-5,10,3
02/06/2013,-3,2,-5,3,4
01/06/2013,2,5,-2,9,9
31/05/2013,-2,2,-5,34,10
30/05/2013,-1,4,-5,13,5
29/05/2013,-3,1,-5,10,4
28/05/2013,-2,3,-5,12,3
27/05/2013,1,5,-4,6,2
26/05/2013,3,5,-1,4,1
25/05/2013,1,3,-1,3,2
24/05/2013,-3,1,-5,7,4
23/05/2013,1,4,-4,10,5
22/05/2013,1,5,-4,13,6
21/05/2013,-1,4,-5,18,4
20/05/2013,2,5,-3,4,0
19/05/2013,0,0,0,0,0
18/05/2013,0,0,0,0,0
17/05/2013,2,5,-2,10,4
16/05/2013,2,5,-3,9,7
15/05/2013,2,5,-3,10,10
14/05/2013,-1,3,-5,49,10
13/05/2013,-1,4,-5,9,10
12/05/2013,-3,-3,-4,2,4
11/05/2013,5,5,5,1,3
10/05/2013,-1,5,-5,5,4
09/05/2013,-2,3,-5,5,5
08/05/2013,-1,4,-5,7,5
07/05/2013,3,5,-2,5,2
06/05/2013,1,5,-5,2,0
05/05/2013,0,0,0,0,0
04/05/2013,4,4,4,1,2
03/05/2013,2,2,2,1,6
02/05/2013,2,5,-2,10,8
01/05/2013,-3,1,-5,11,6
30/04/2013,3,3,3,1,4
29/04/2013,-1,4,-4,8,4
28/04/2013,1,5,-5,3,2
27/04/2013,5,5,5,1,1
26/04/2013,-2,3,-5,2,1
25/04/2013,4,4,4,1,2
24/04/2013,-1,4,-5,3,6
23/04/2013,-5,-4,-5,10,6
22/04/2013,-2,3,-5,7,2
21/04/2013,0,0,0,0,0
20/04/2013,0,0,0,0,0
19/04/2013,1,5,-4,4,6
18/04/2013,-3,2,-5,9,8
17/04/2013,1,5,-4,9,8
16/04/2013,-3,1,-5,9,7
15/04/2013,-5,-5,-5,9,3
14/04/2013,0,0,0,0,0
13/04/2013,0,0,0,0,0
12/04/2013,-4,-2,-5,25,10
11/04/2013,-4,-3,-5,16,10
10/04/2013,-4,-1,-5,10,10
09/04/2013,1,5,-4,6,8
08/04/2013,-1,2,-3,5,3
07/04/2013,0,0,0,0,0
06/04/2013,0,0,0,0,0
05/04/2013,-5,-5,-5,2,10
04/04/2013,-2,3,-5,12,10
03/04/2013,5,5,5,3,6
02/04/2013,-1,2,-4,6,5
01/04/2013,5,5,5,1,0
31/03/2013,0,0,0,0,0
30/03/2013,0,0,0,0,0
29/03/2013,0,0,0,0,0
28/03/2013,2,4,-1,3,6
27/03/2013,-3,1,-5,4,7
26/03/2013,1,5,-3,5,5
25/03/2013,1,5,-5,2,2
24/03/2013,-5,-5,-5,1,0
23/03/2013,0,0,0,0,0
22/03/2013,0,0,0,0,0
21/03/2013,-5,-5,-5,1,2
20/03/2013,1,1,1,1,3
19/03/2013,1,5,-5,3,3
18/03/2013,-2,-2,-2,1,0
17/03/2013,0,0,0,0,0
16/03/2013,-5,-5,-5,1,3
15/03/2013,-2,2,-5,3,8
14/03/2013,-3,1,-5,4,10
13/03/2013,-2,2,-5,11,10
12/03/2013,1,5,-4,13,10
11/03/2013,1,5,-5,2,6
10/03/2013,-2,2,-5,2,5
09/03/2013,0,0,0,0,0
08/03/2013,1,4,-3,2,6
07/03/2013,0,0,0,0,0
06/03/2013,2,5,-4,6,10
05/03/2013,3,5,-1,3,10
04/03/2013,-3,2,-5,5,8
03/03/2013,0,0,0,0,0
02/03/2013,0,0,0,0,0
01/03/2013,0,0,0,0,0
28/02/2013,2,5,-4,6,10
27/02/2013,4,4,4,1,5
26/02/2013,-1,-1,-1,1,8
25/02/2013,-1,4,-4,3,10
24/02/2013,4,5,3,3,10
23/02/2013,-5,-5,-5,2,10
22/02/2013,1,4,-3,3,10
21/02/2013,1,5,-5,5,10
20/02/2013,-2,4,-5,3,10
19/02/2013,-1,4,-5,3,10
18/02/2013,-2,4,-5,3,5
17/02/2013,0,0,0,0,0
16/02/2013,0,0,0,0,0
15/02/2013,0,0,0,0,0
14/02/2013,0,0,0,0,0
13/02/2013,0,0,0,0,0
12/02/2013,0,0,0,0,0
11/02/2013,1,4,-3,4,4
10/02/2013,0,0,0,0,0
09/02/2013,0,0,0,0,0
08/02/2013,0,0,0,0,0
07/02/2013,-1,5,-5,4,8
06/02/2013,1,5,-5,2,7
05/02/2013,-3,-1,-5,5,5
04/02/2013,0,0,0,0,0
03/02/2013,0,0,0,0,0
02/02/2013,0,0,0,0,0
01/02/2013,-5,-5,-5,1,1
31/01/2013,0,0,0,0,0
30/01/2013,0,0,0,0,0
29/01/2013,1,5,-4,6,6
28/01/2013,0,0,0,0,0
27/01/2013,0,0,0,0,0
26/01/2013,0,0,0,0,0
25/01/2013,0,0,0,0,0
24/01/2013,-5,-5,-5,1,5
23/01/2013,-5,-5,-5,2,8
22/01/2013,-3,-1,-4,5,10
21/01/2013,-3,1,-5,4,5
20/01/2013,5,5,5,1,3
19/01/2013,0,0,0,0,0
18/01/2013,3,4,1,7,10
17/01/2013,-1,4,-4,5,10
16/01/2013,-1,3,-4,9,10
15/01/2013,-5,-4,-5,6,10
14/01/2013,0,0,0,0,0
13/01/2013,0,0,0,0,0
12/01/2013,0,0,0,0,0
11/01/2013,-1,5,-5,4,10
10/01/2013,1,3,-3,5,10
09/01/2013,5,5,5,1,10
08/01/2013,2,5,-1,3,7
07/01/2013,0,0,0,0,0
06/01/2013,0,0,0,0,0